City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
263,Amapa,BR,2022-02-01 00:04:44,1.0,-52.0,71.53,99,90,2.13
264,Imbituba,BR,2022-02-01 00:04:45,-28.24,-48.6703,73.35,91,37,1.95
265,Taltal,CL,2022-02-01 00:03:55,-25.4,-70.4833,66.15,77,5,4.88
266,Sicuani,PE,2022-02-01 00:04:45,-14.2694,-71.2261,48.9,85,100,7.16
267,Kodinsk,RU,2022-02-01 00:04:46,58.6881,99.1844,-3.17,99,96,1.81
268,Nome,US,2022-02-01 00:04:46,64.5011,-165.4064,19.47,42,0,12.66
269,Sao Jose Da Coroa Grande,BR,2022-02-01 00:04:47,-8.8978,-35.1478,79.03,77,10,6.44
270,Mtambile,TZ,2022-02-01 00:04:47,-5.3833,39.7,77.81,79,47,6.76
271,Flin Flon,CA,2022-02-01 00:00:10,54.7682,-101.865,7.11,93,100,13.38
272,Nassau,US,2022-02-01 00:04:48,40.7507,-73.5829,27.72,65,0,1.01
273,Daru,PG,2022-02-01 00:04:49,-9.0763,143.2092,77.63,88,100,8.88
274,Jacareacanga,BR,2022-02-01 00:05:50,-6.2222,-57.7528,73.42,96,97,1.19
275,Skibbereen,IE,2022-02-01 00:05:50,51.55,-9.2667,48.0,86,87,19.42
276,Isla Mujeres,MX,2022-02-01 00:02:41,21.2311,-86.731,71.17,62,97,10.38
277,Kaitangata,NZ,2022-02-01 00:02:00,-46.2817,169.8464,70.93,71,65,5.79
278,Lorengau,PG,2022-02-01 00:05:51,-2.0226,147.2712,78.35,88,100,12.71
279,Emerald,AU,2022-02-01 00:05:52,-23.5333,148.1667,89.35,49,63,8.84
280,Lompoc,US,2022-02-01 00:02:56,34.6391,-120.4579,66.18,73,0,9.22
281,Gizo,SB,2022-02-01 00:05:52,-8.103,156.8419,84.81,71,97,6.13
282,Saint-Joseph,RE,2022-02-01 00:05:53,-21.3667,55.6167,77.38,79,100,15.43
283,Prado,BR,2022-02-01 00:05:53,-17.3411,-39.2208,78.33,88,2,10.65
284,Mwinilunga,ZM,2022-02-01 00:05:54,-11.7358,24.4293,60.53,98,90,3.98
285,Concarneau,FR,2022-02-01 00:05:55,47.875,-3.9225,48.97,85,57,8.88
286,Santa Rosa,PH,2022-02-01 00:04:50,14.3122,121.1114,82.09,67,52,14.36
287,Sao Joao De Pirabas,BR,2022-02-01 00:05:55,-0.7747,-47.1772,75.07,90,99,9.73
288,Kharp,RU,2022-02-01 00:05:56,66.8014,65.8081,-7.22,98,95,2.84
289,Srednekolymsk,RU,2022-02-01 00:04:53,67.45,153.6833,-14.15,92,100,4.65
290,Lazaro Cardenas,MX,2022-02-01 00:05:56,17.9583,-102.2,79.29,62,0,8.34
291,Phuket,TH,2022-02-01 00:05:57,8.0,98.25,79.02,83,75,3.44
292,Eldoret,KE,2022-02-01 00:05:57,0.5204,35.2699,57.65,86,100,1.05
293,Kieta,PG,2022-02-01 00:05:58,-6.2167,155.6333,81.64,79,100,5.23
294,Ittiri,IT,2022-02-01 00:05:58,40.5929,8.5684,49.1,81,71,9.06
